Attack,Attack_Cost,Attack_Perm,AttackSpeed,AttackSpeed_Cost,AttackSpeed_Perm,CriticalChance,CriticalChance_Cost,CriticalChance_Perm,CriticalDamage,CriticalDamage_Cost,CriticalDamage_Perm,AttackRange,AttackRange_Cost,AttackRange_Perm,Health,Health_Cost,Health_Perm,Regeneration,Regeneration_Cost,Regeneration_Perm,Defense,Defense_Cost,Defense_Perm,Reflection,Reflection_Cost,Reflection_Perm,LifeSteal,LifeSteal_Cost,LifeSteal_Perm,GoldMultiplier,GoldMultiplier_Cost,GoldMultiplier_Perm,GoldPerWave,GoldPerWave_Cost,GoldPerWave_Perm,CoinMultiplier,CoinMultiplier_Cost,CoinMultiplier_Perm,CoinPerWave,CoinPerWave_Cost,CoinPerWave_Perm,,,
959421,53312070,3170245447,,,,,,,,,,,,,973251742,53312070,3170245447,200734,53312070,3170245447,53727624,144993837,3170245467,,,,,,,,,,,,,,,,,,,,,
959965,53356271,3172942862,,,,,,,,,,,,,974083284,53356271,3172942862,200849,53356271,3172942862,53773534,145116749,3172942882,,,,,,,,,,,,,,,,,,,,,
960509,53400495,3175641807,,,,,,,,,,,,,974915300,53400495,3175641807,200963,53400495,3175641807,53819471,145239731,3175641827,,,,,,,,,,,,,,,,,,,,,
961054,53444744,3178342282,,,,,,,,,,,,,975747790,53444744,3178342282,201078,53444744,3178342282,53865434,145362782,3178342302,,,,,,,,,,,,,,,,,,,,,
961598,53489017,3181044288,,,,,,,,,,,,,976580753,53489017,3181044288,201192,53489017,3181044288,53911423,145485902,3181044308,,,,,,,,,,,,,,,,,,,,,
962143,53533315,3183747824,,,,,,,,,,,,,977414190,53533315,3183747824,201307,53533315,3183747824,53957438,145609092,3183747844,,,,,,,,,,,,,,,,,,,,,
962687,53577637,3186452892,,,,,,,,,,,,,978248101,53577637,3186452892,201421,53577637,3186452892,54003479,145732351,3186452912,,,,,,,,,,,,,,,,,,,,,
963232,53621984,3189159492,,,,,,,,,,,,,979082486,53621984,3189159492,201536,53621984,3189159492,54049547,145855680,3189159512,,,,,,,,,,,,,,,,,,,,,
963777,53666355,3191867624,,,,,,,,,,,,,979917346,53666355,3191867624,201651,53666355,3191867624,54095641,145979079,3191867644,,,,,,,,,,,,,,,,,,,,,
964323,53710750,3194577288,,,,,,,,,,,,,980752680,53710750,3194577288,201765,53710750,3194577288,54141761,146102547,3194577308,,,,,,,,,,,,,,,,,,,,,
964868,53755170,3197288486,,,,,,,,,,,,,981588489,53755170,3197288486,201880,53755170,3197288486,54187907,146226085,3197288506,,,,,,,,,,,,,,,,,,,,,
965413,53799615,3200001217,,,,,,,,,,,,,982424772,53799615,3200001217,201995,53799615,3200001217,54234079,146349692,3200001237,,,,,,,,,,,,,,,,,,,,,
965959,53844084,3202715482,,,,,,,,,,,,,983261531,53844084,3202715482,202110,53844084,3202715482,54280278,146473369,3202715502,,,,,,,,,,,,,,,,,,,,,
966505,53888577,3205431281,,,,,,,,,,,,,984098764,53888577,3205431281,202224,53888577,3205431281,54326503,146597116,3205431301,,,,,,,,,,,,,,,,,,,,,
967051,53933095,3208148616,,,,,,,,,,,,,984936472,53933095,3208148616,202339,53933095,3208148616,54372754,146720932,3208148636,,,,,,,,,,,,,,,,,,,,,
967597,53977637,3210867485,,,,,,,,,,,,,985774656,53977637,3210867485,202454,53977637,3210867485,54419031,146844818,3210867505,,,,,,,,,,,,,,,,,,,,,
968143,54022204,3213587890,,,,,,,,,,,,,986613315,54022204,3213587890,202569,54022204,3213587890,54465335,146968774,3213587910,,,,,,,,,,,,,,,,,,,,,
968690,54066795,3216309831,,,,,,,,,,,,,987452450,54066795,3216309831,202684,54066795,3216309831,54511664,147092799,3216309851,,,,,,,,,,,,,,,,,,,,,
969236,54111411,3219033309,,,,,,,,,,,,,988292060,54111411,3219033309,202799,54111411,3219033309,54558020,147216894,3219033329,,,,,,,,,,,,,,,,,,,,,
969783,54156051,3221758324,,,,,,,,,,,,,989132146,54156051,3221758324,202914,54156051,3221758324,54604403,147341059,3221758344,,,,,,,,,,,,,,,,,,,,,
970330,54200716,3224484876,,,,,,,,,,,,,989972708,54200716,3224484876,203029,54200716,3224484876,54650811,147465294,3224484896,,,,,,,,,,,,,,,,,,,,,
970877,54245406,3227212966,,,,,,,,,,,,,990813746,54245406,3227212966,203144,54245406,3227212966,54697246,147589598,3227212986,,,,,,,,,,,,,,,,,,,,,
971424,54290120,3229942595,,,,,,,,,,,,,991655260,54290120,3229942595,203259,54290120,3229942595,54743708,147713973,3229942615,,,,,,,,,,,,,,,,,,,,,
971971,54334858,3232673762,,,,,,,,,,,,,992497251,54334858,3232673762,203375,54334858,3232673762,54790195,147838417,3232673782,,,,,,,,,,,,,,,,,,,,,
972519,54379621,3235406468,,,,,,,,,,,,,993339718,54379621,3235406468,203490,54379621,3235406468,54836709,147962931,3235406488,,,,,,,,,,,,,,,,,,,,,
973067,54424409,3238140714,,,,,,,,,,,,,994182662,54424409,3238140714,203605,54424409,3238140714,54883249,148087515,3238140734,,,,,,,,,,,,,,,,,,,,,
973614,54469221,3240876500,,,,,,,,,,,,,995026082,54469221,3240876500,203720,54469221,3240876500,54929816,148212169,3240876520,,,,,,,,,,,,,,,,,,,,,
974162,54514058,3243613826,,,,,,,,,,,,,995869980,54514058,3243613826,203835,54514058,3243613826,54976408,148336893,3243613846,,,,,,,,,,,,,,,,,,,,,
974710,54558919,3246352693,,,,,,,,,,,,,996714354,54558919,3246352693,203951,54558919,3246352693,55023028,148461687,3246352713,,,,,,,,,,,,,,,,,,,,,
975259,54603805,3249093102,,,,,,,,,,,,,997559206,54603805,3249093102,204066,54603805,3249093102,55069673,148586550,3249093122,,,,,,,,,,,,,,,,,,,,,
975807,54648715,3251835052,,,,,,,,,,,,,998404534,54648715,3251835052,204182,54648715,3251835052,55116345,148711484,3251835072,,,,,,,,,,,,,,,,,,,,,
976356,54693650,3254578544,,,,,,,,,,,,,999250341,54693650,3254578544,204297,54693650,3254578544,55163043,148836488,3254578564,,,,,,,,,,,,,,,,,,,,,
976904,54738610,3257323579,,,,,,,,,,,,,1000096624,54738610,3257323579,204412,54738610,3257323579,55209768,148961562,3257323599,,,,,,,,,,,,,,,,,,,,,
977453,54783594,3260070157,,,,,,,,,,,,,1000943386,54783594,3260070157,204528,54783594,3260070157,55256519,149086706,3260070177,,,,,,,,,,,,,,,,,,,,,
978002,54828603,3262818279,,,,,,,,,,,,,1001790625,54828603,3262818279,204643,54828603,3262818279,55303296,149211919,3262818299,,,,,,,,,,,,,,,,,,,,,
978552,54873636,3265567945,,,,,,,,,,,,,1002638342,54873636,3265567945,204759,54873636,3265567945,55350100,149337203,3265567965,,,,,,,,,,,,,,,,,,,,,
979101,54918695,3268319154,,,,,,,,,,,,,1003486538,54918695,3268319154,204874,54918695,3268319154,55396930,149462557,3268319174,,,,,,,,,,,,,,,,,,,,,
979650,54963777,3271071909,,,,,,,,,,,,,1004335211,54963777,3271071909,204990,54963777,3271071909,55443787,149587982,3271071929,,,,,,,,,,,,,,,,,,,,,
980200,55008885,3273826209,,,,,,,,,,,,,1005184363,55008885,3273826209,205106,55008885,3273826209,55490669,149713476,3273826229,,,,,,,,,,,,,,,,,,,,,
980750,55054017,3276582055,,,,,,,,,,,,,1006033994,55054017,3276582055,205221,55054017,3276582055,55537579,149839041,3276582075,,,,,,,,,,,,,,,,,,,,,
981300,55099173,3279339446,,,,,,,,,,,,,1006884103,55099173,3279339446,205337,55099173,3279339446,55584515,149964675,3279339466,,,,,,,,,,,,,,,,,,,,,
981850,55144355,3282098384,,,,,,,,,,,,,1007734691,55144355,3282098384,205453,55144355,3282098384,55631477,150090380,3282098404,,,,,,,,,,,,,,,,,,,,,
982400,55189561,3284858869,,,,,,,,,,,,,1008585757,55189561,3284858869,205569,55189561,3284858869,55678466,150216155,3284858889,,,,,,,,,,,,,,,,,,,,,
982951,55234792,3287620902,,,,,,,,,,,,,1009437303,55234792,3287620902,205684,55234792,3287620902,55725481,150342001,3287620922,,,,,,,,,,,,,,,,,,,,,
983501,55280047,3290384482,,,,,,,,,,,,,1010289328,55280047,3290384482,205800,55280047,3290384482,55772522,150467916,3290384502,,,,,,,,,,,,,,,,,,,,,
984052,55325327,3293149611,,,,,,,,,,,,,1011141832,55325327,3293149611,205916,55325327,3293149611,55819591,150593902,3293149631,,,,,,,,,,,,,,,,,,,,,
984603,55370632,3295916288,,,,,,,,,,,,,1011994816,55370632,3295916288,206032,55370632,3295916288,55866685,150719958,3295916308,,,,,,,,,,,,,,,,,,,,,
985154,55415961,3298684514,,,,,,,,,,,,,1012848279,55415961,3298684514,206148,55415961,3298684514,55913806,150846085,3298684534,,,,,,,,,,,,,,,,,,,,,
985705,55461315,3301454290,,,,,,,,,,,,,1013702222,55461315,3301454290,206264,55461315,3301454290,55960954,150972282,3301454310,,,,,,,,,,,,,,,,,,,,,
986257,55506694,3304225616,,,,,,,,,,,,,1014556645,55506694,3304225616,206380,55506694,3304225616,56008128,151098549,3304225636,,,,,,,,,,,,,,,,,,,,,
986808,55552098,3306998493,,,,,,,,,,,,,1015411548,55552098,3306998493,206496,55552098,3306998493,56055328,151224887,3306998513,,,,,,,,,,,,,,,,,,,,,
987360,55597526,3309772920,,,,,,,,,,,,,1016266931,55597526,3309772920,206612,55597526,3309772920,56102555,151351295,3309772940,,,,,,,,,,,,,,,,,,,,,
987911,55642979,3312548898,,,,,,,,,,,,,1017122794,55642979,3312548898,206728,55642979,3312548898,56149809,151477773,3312548918,,,,,,,,,,,,,,,,,,,,,
988463,55688457,3315326429,,,,,,,,,,,,,1017979138,55688457,3315326429,206844,55688457,3315326429,56197089,151604322,3315326449,,,,,,,,,,,,,,,,,,,,,
989016,55733960,3318105511,,,,,,,,,,,,,1018835962,55733960,3318105511,206960,55733960,3318105511,56244396,151730941,3318105531,,,,,,,,,,,,,,,,,,,,,
989568,55779487,3320886146,,,,,,,,,,,,,1019693267,55779487,3320886146,207077,55779487,3320886146,56291729,151857631,3320886166,,,,,,,,,,,,,,,,,,,,,
990120,55825039,3323668334,,,,,,,,,,,,,1020551052,55825039,3323668334,207193,55825039,3323668334,56339088,151984391,3323668354,,,,,,,,,,,,,,,,,,,,,
990673,55870616,3326452076,,,,,,,,,,,,,1021409319,55870616,3326452076,207309,55870616,3326452076,56386475,152111222,3326452096,,,,,,,,,,,,,,,,,,,,,
991226,55916218,3329237371,,,,,,,,,,,,,1022268066,55916218,3329237371,207425,55916218,3329237371,56433888,152238123,3329237391,,,,,,,,,,,,,,,,,,,,,
991779,55961844,3332024221,,,,,,,,,,,,,1023127295,55961844,3332024221,207542,55961844,3332024221,56481327,152365095,3332024241,,,,,,,,,,,,,,,,,,,,,
992332,56007496,3334812625,,,,,,,,,,,,,1023987005,56007496,3334812625,207658,56007496,3334812625,56528793,152492138,3334812645,,,,,,,,,,,,,,,,,,,,,
992885,56053172,3337602585,,,,,,,,,,,,,1024847196,56053172,3337602585,207775,56053172,3337602585,56576285,152619251,3337602605,,,,,,,,,,,,,,,,,,,,,
993438,56098872,3340394100,,,,,,,,,,,,,1025707870,56098872,3340394100,207891,56098872,3340394100,56623805,152746435,3340394120,,,,,,,,,,,,,,,,,,,,,
993992,56144598,3343187171,,,,,,,,,,,,,1026569024,56144598,3343187171,208007,56144598,3343187171,56671350,152873689,3343187191,,,,,,,,,,,,,,,,,,,,,
994545,56190348,3345981799,,,,,,,,,,,,,1027430661,56190348,3345981799,208124,56190348,3345981799,56718923,153001014,3345981819,,,,,,,,,,,,,,,,,,,,,
995099,56236124,3348777984,,,,,,,,,,,,,1028292780,56236124,3348777984,208240,56236124,3348777984,56766522,153128410,3348778004,,,,,,,,,,,,,,,,,,,,,
995653,56281924,3351575726,,,,,,,,,,,,,1029155381,56281924,3351575726,208357,56281924,3351575726,56814147,153255876,3351575746,,,,,,,,,,,,,,,,,,,,,
996207,56327749,3354375026,,,,,,,,,,,,,1030018464,56327749,3354375026,208474,56327749,3354375026,56861800,153383413,3354375046,,,,,,,,,,,,,,,,,,,,,
996762,56373599,3357175884,,,,,,,,,,,,,1030882029,56373599,3357175884,208590,56373599,3357175884,56909479,153511021,3357175904,,,,,,,,,,,,,,,,,,,,,
997316,56419473,3359978301,,,,,,,,,,,,,1031746077,56419473,3359978301,208707,56419473,3359978301,56957184,153638699,3359978321,,,,,,,,,,,,,,,,,,,,,
997871,56465373,3362782277,,,,,,,,,,,,,1032610608,56465373,3362782277,208824,56465373,3362782277,57004916,153766449,3362782297,,,,,,,,,,,,,,,,,,,,,
998425,56511297,3365587812,,,,,,,,,,,,,1033475622,56511297,3365587812,208940,56511297,3365587812,57052675,153894269,3365587832,,,,,,,,,,,,,,,,,,,,,
998980,56557246,3368394908,,,,,,,,,,,,,1034341118,56557246,3368394908,209057,56557246,3368394908,57100461,154022160,3368394928,,,,,,,,,,,,,,,,,,,,,
999535,56603220,3371203563,,,,,,,,,,,,,1035207098,56603220,3371203563,209174,56603220,3371203563,57148273,154150121,3371203583,,,,,,,,,,,,,,,,,,,,,
1000090,56649219,3374013780,,,,,,,,,,,,,1036073560,56649219,3374013780,209291,56649219,3374013780,57196112,154278154,3374013800,,,,,,,,,,,,,,,,,,,,,
1000646,56695243,3376825558,,,,,,,,,,,,,1036940507,56695243,3376825558,209407,56695243,3376825558,57243977,154406258,3376825578,,,,,,,,,,,,,,,,,,,,,
1001201,56741292,3379638898,,,,,,,,,,,,,1037807936,56741292,3379638898,209524,56741292,3379638898,57291869,154534432,3379638918,,,,,,,,,,,,,,,,,,,,,
1001757,56787366,3382453799,,,,,,,,,,,,,1038675850,56787366,3382453799,209641,56787366,3382453799,57339788,154662677,3382453819,,,,,,,,,,,,,,,,,,,,,
1002313,56833464,3385270264,,,,,,,,,,,,,1039544247,56833464,3385270264,209758,56833464,3385270264,57387734,154790993,3385270284,,,,,,,,,,,,,,,,,,,,,
1002869,56879588,3388088291,,,,,,,,,,,,,1040413127,56879588,3388088291,209875,56879588,3388088291,57435706,154919381,3388088311,,,,,,,,,,,,,,,,,,,,,
1003425,56925736,3390907882,,,,,,,,,,,,,1041282492,56925736,3390907882,209992,56925736,3390907882,57483706,155047839,3390907902,,,,,,,,,,,,,,,,,,,,,
1003981,56971910,3393729036,,,,,,,,,,,,,1042152341,56971910,3393729036,210109,56971910,3393729036,57531731,155176368,3393729056,,,,,,,,,,,,,,,,,,,,,
1004538,57018108,3396551755,,,,,,,,,,,,,1043022675,57018108,3396551755,210226,57018108,3396551755,57579784,155304968,3396551775,,,,,,,,,,,,,,,,,,,,,
1005094,57064331,3399376039,,,,,,,,,,,,,1043893493,57064331,3399376039,210343,57064331,3399376039,57627863,155433639,3399376059,,,,,,,,,,,,,,,,,,,,,
1005651,57110580,3402201887,,,,,,,,,,,,,1044764795,57110580,3402201887,210461,57110580,3402201887,57675970,155562381,3402201907,,,,,,,,,,,,,,,,,,,,,
1006208,57156853,3405029302,,,,,,,,,,,,,1045636582,57156853,3405029302,210578,57156853,3405029302,57724102,155691194,3405029322,,,,,,,,,,,,,,,,,,,,,
1006765,57203151,3407858282,,,,,,,,,,,,,1046508854,57203151,3407858282,210695,57203151,3407858282,57772262,155820079,3407858302,,,,,,,,,,,,,,,,,,,,,
1007322,57249474,3410688829,,,,,,,,,,,,,1047381611,57249474,3410688829,210812,57249474,3410688829,57820448,155949034,3410688849,,,,,,,,,,,,,,,,,,,,,
1007880,57295822,3413520943,,,,,,,,,,,,,1048254853,57295822,3413520943,210929,57295822,3413520943,57868662,156078061,3413520963,,,,,,,,,,,,,,,,,,,,,
1008437,57342195,3416354624,,,,,,,,,,,,,1049128580,57342195,3416354624,211047,57342195,3416354624,57916902,156207159,3416354644,,,,,,,,,,,,,,,,,,,,,
1008995,57388593,3419189873,,,,,,,,,,,,,1050002793,57388593,3419189873,211164,57388593,3419189873,57965168,156336327,3419189893,,,,,,,,,,,,,,,,,,,,,
1009553,57435016,3422026690,,,,,,,,,,,,,1050877491,57435016,3422026690,211281,57435016,3422026690,58013462,156465567,3422026710,,,,,,,,,,,,,,,,,,,,,
1010111,57481464,3424865076,,,,,,,,,,,,,1051752674,57481464,3424865076,211399,57481464,3424865076,58061783,156594879,3424865096,,,,,,,,,,,,,,,,,,,,,
1010669,57527937,3427705030,,,,,,,,,,,,,1052628344,57527937,3427705030,211516,57527937,3427705030,58110130,156724261,3427705050,,,,,,,,,,,,,,,,,,,,,
1011227,57574436,3430546555,,,,,,,,,,,,,1053504499,57574436,3430546555,211634,57574436,3430546555,58158504,156853715,3430546575,,,,,,,,,,,,,,,,,,,,,
1011785,57620959,3433389649,,,,,,,,,,,,,1054381141,57620959,3433389649,211751,57620959,3433389649,58206905,156983240,3433389669,,,,,,,,,,,,,,,,,,,,,
1012344,57667507,3436234313,,,,,,,,,,,,,1055258268,57667507,3436234313,211869,57667507,3436234313,58255333,157112836,3436234333,,,,,,,,,,,,,,,,,,,,,
1012903,57714080,3439080549,,,,,,,,,,,,,1056135882,57714080,3439080549,211986,57714080,3439080549,58303787,157242504,3439080569,,,,,,,,,,,,,,,,,,,,,
1013462,57760678,3441928355,,,,,,,,,,,,,1057013983,57760678,3441928355,212104,57760678,3441928355,58352269,157372243,3441928375,,,,,,,,,,,,,,,,,,,,,
1014021,57807302,3444777734,,,,,,,,,,,,,1057892570,57807302,3444777734,212222,57807302,3444777734,58400777,157502053,3444777754,,,,,,,,,,,,,,,,,,,,,
1014580,57853950,3447628684,,,,,,,,,,,,,1058771643,57853950,3447628684,212339,57853950,3447628684,58449312,157631934,3447628704,,,,,,,,,,,,,,,,,,,,,
1015139,57900623,3450481207,,,,,,,,,,,,,1059651204,57900623,3450481207,212457,57900623,3450481207,58497874,157761887,3450481227,,,,,,,,,,,,,,,,,,,,,
1015699,57947322,3453335303,,,,,,,,,,,,,1060531251,57947322,3453335303,212575,57947322,3453335303,58546463,157891912,3453335323,,,,,,,,,,,,,,,,,,,,,
1016259,57994045,3456190972,,,,,,,,,,,,,1061411786,57994045,3456190972,212692,57994045,3456190972,58595079,158022008,3456190992,,,,,,,,,,,,,,,,,,,,,
1016818,58040794,3459048215,,,,,,,,,,,,,1062292808,58040794,3459048215,212810,58040794,3459048215,58643722,158152175,3459048235,,,,,,,,,,,,,,,,,,,,,
1017378,58087568,3461907033,,,,,,,,,,,,,1063174317,58087568,3461907033,212928,58087568,3461907033,58692392,158282414,3461907053,,,,,,,,,,,,,,,,,,,,,
1017939,58134367,3464767425,,,,,,,,,,,,,1064056314,58134367,3464767425,213046,58134367,3464767425,58741089,158412724,3464767445,,,,,,,,,,,,,,,,,,,,,
1018499,58181191,3467629392,,,,,,,,,,,,,1064938799,58181191,3467629392,213164,58181191,3467629392,58789812,158543105,3467629412,,,,,,,,,,,,,,,,,,,,,
1019059,58228040,3470492935,,,,,,,,,,,,,1065821771,58228040,3470492935,213282,58228040,3470492935,58838563,158673559,3470492955,,,,,,,,,,,,,,,,,,,,,
1019620,58274914,3473358054,,,,,,,,,,,,,1066705231,58274914,3473358054,213400,58274914,3473358054,58887340,158804083,3473358074,,,,,,,,,,,,,,,,,,,,,
1020181,58321813,3476224749,,,,,,,,,,,,,1067589180,58321813,3476224749,213518,58321813,3476224749,58936145,158934680,3476224769,,,,,,,,,,,,,,,,,,,,,
1020742,58368738,3479093021,,,,,,,,,,,,,1068473616,58368738,3479093021,213636,58368738,3479093021,58984976,159065347,3479093041,,,,,,,,,,,,,,,,,,,,,
1021303,58415687,3481962871,,,,,,,,,,,,,1069358541,58415687,3481962871,213754,58415687,3481962871,59033834,159196087,3481962891,,,,,,,,,,,,,,,,,,,,,
1021864,58462662,3484834298,,,,,,,,,,,,,1070243954,58462662,3484834298,213872,58462662,3484834298,59082720,159326898,3484834318,,,,,,,,,,,,,,,,,,,,,
1022425,58509662,3487707303,,,,,,,,,,,,,1071129856,58509662,3487707303,213990,58509662,3487707303,59131632,159457781,3487707323,,,,,,,,,,,,,,,,,,,,,
1022987,58556687,3490581887,,,,,,,,,,,,,1072016247,58556687,3490581887,214108,58556687,3490581887,59180571,159588735,3490581907,,,,,,,,,,,,,,,,,,,,,
1023548,58603737,3493458050,,,,,,,,,,,,,1072903127,58603737,3493458050,214226,58603737,3493458050,59229537,159719761,3493458070,,,,,,,,,,,,,,,,,,,,,
1024110,58650813,3496335793,,,,,,,,,,,,,1073790495,58650813,3496335793,214344,58650813,3496335793,59278531,159850859,3496335813,,,,,,,,,,,,,,,,,,,,,
1024672,58697913,3499215115,,,,,,,,,,,,,1074678353,58697913,3499215115,214463,58697913,3499215115,59327551,159982028,3499215135,,,,,,,,,,,,,,,,,,,,,
1025234,58745039,3502096018,,,,,,,,,,,,,1075566700,58745039,3502096018,214581,58745039,3502096018,59376598,160113269,3502096038,,,,,,,,,,,,,,,,,,,,,
1025797,58792190,3504978501,,,,,,,,,,,,,1076455536,58792190,3504978501,214699,58792190,3504978501,59425673,160244582,3504978521,,,,,,,,,,,,,,,,,,,,,
1026359,58839366,3507862566,,,,,,,,,,,,,1077344862,58839366,3507862566,214818,58839366,3507862566,59474774,160375967,3507862586,,,,,,,,,,,,,,,,,,,,,
1026922,58886567,3510748212,,,,,,,,,,,,,1078234678,58886567,3510748212,214936,58886567,3510748212,59523902,160507423,3510748232,,,,,,,,,,,,,,,,,,,,,
1027485,58933794,3513635441,,,,,,,,,,,,,1079124983,58933794,3513635441,215054,58933794,3513635441,59573058,160638952,3513635461,,,,,,,,,,,,,,,,,,,,,
1028047,58981046,3516524251,,,,,,,,,,,,,1080015779,58981046,3516524251,215173,58981046,3516524251,59622240,160770552,3516524271,,,,,,,,,,,,,,,,,,,,,
1028611,59028323,3519414645,,,,,,,,,,,,,1080907064,59028323,3519414645,215291,59028323,3519414645,59671450,160902224,3519414665,,,,,,,,,,,,,,,,,,,,,
1029174,59075625,3522306623,,,,,,,,,,,,,1081798840,59075625,3522306623,215410,59075625,3522306623,59720687,161033968,3522306643,,,,,,,,,,,,,,,,,,,,,
1029737,59122953,3525200184,,,,,,,,,,,,,1082691106,59122953,3525200184,215528,59122953,3525200184,59769950,161165783,3525200204,,,,,,,,,,,,,,,,,,,,,
1030301,59170305,3528095329,,,,,,,,,,,,,1083583863,59170305,3528095329,215647,59170305,3528095329,59819241,161297671,3528095349,,,,,,,,,,,,,,,,,,,,,
1030864,59217683,3530992059,,,,,,,,,,,,,1084477110,59217683,3530992059,215766,59217683,3530992059,59868559,161429631,3530992079,,,,,,,,,,,,,,,,,,,,,
1031428,59265087,3533890374,,,,,,,,,,,,,1085370848,59265087,3533890374,215884,59265087,3533890374,59917904,161561662,3533890394,,,,,,,,,,,,,,,,,,,,,
1031992,59312515,3536790275,,,,,,,,,,,,,1086265077,59312515,3536790275,216003,59312515,3536790275,59967276,161693766,3536790295,,,,,,,,,,,,,,,,,,,,,
1032556,59359969,3539691761,,,,,,,,,,,,,1087159797,59359969,3539691761,216122,59359969,3539691761,60016675,161825941,3539691781,,,,,,,,,,,,,,,,,,,,,
1033121,59407448,3542594834,,,,,,,,,,,,,1088055008,59407448,3542594834,216240,59407448,3542594834,60066102,161958189,3542594854,,,,,,,,,,,,,,,,,,,,,
1033685,59454952,3545499494,,,,,,,,,,,,,1088950710,59454952,3545499494,216359,59454952,3545499494,60115555,162090508,3545499514,,,,,,,,,,,,,,,,,,,,,
1034250,59502482,3548405741,,,,,,,,,,,,,1089846904,59502482,3548405741,216478,59502482,3548405741,60165036,162222900,3548405761,,,,,,,,,,,,,,,,,,,,,
1034815,59550037,3551313576,,,,,,,,,,,,,1090743589,59550037,3551313576,216597,59550037,3551313576,60214543,162355363,3551313596,,,,,,,,,,,,,,,,,,,,,
1035379,59597617,3554222999,,,,,,,,,,,,,1091640766,59597617,3554222999,216716,59597617,3554222999,60264078,162487899,3554223019,,,,,,,,,,,,,,,,,,,,,
1035945,59645223,3557134011,,,,,,,,,,,,,1092538435,59645223,3557134011,216835,59645223,3557134011,60313640,162620507,3557134031,,,,,,,,,,,,,,,,,,,,,
1036510,59692854,3560046611,,,,,,,,,,,,,1093436596,59692854,3560046611,216954,59692854,3560046611,60363230,162753187,3560046631,,,,,,,,,,,,,,,,,,,,,
1037075,59740510,3562960801,,,,,,,,,,,,,1094335249,59740510,3562960801,217073,59740510,3562960801,60412846,162885939,3562960821,,,,,,,,,,,,,,,,,,,,,
1037641,59788192,3565876581,,,,,,,,,,,,,1095234395,59788192,3565876581,217192,59788192,3565876581,60462490,163018763,3565876601,,,,,,,,,,,,,,,,,,,,,
