HP,Damage
99.16S,78.24B
99.19S,78.26B
99.22S,78.29B
99.25S,78.31B
99.28S,78.33B
101.37S,79.17B
104.55S,79.98B
104.58S,80.01B
104.62S,80.03B
104.65S,80.05B
110.61S,80.54B
110.65S,80.56B
110.68S,80.59B
110.72S,80.61B
110.75S,80.63B
110.81S,80.69B
110.84S,80.71B
110.87S,80.73B
110.91S,80.76B
110.94S,80.78B
111.02S,80.87B
111.06S,80.89B
129.43S,84.18B
129.47S,84.20B
129.51S,84.23B
129.61S,84.30B
129.65S,84.32B
129.69S,84.35B
129.73S,84.37B
129.77S,84.40B
129.87S,84.49B
129.91S,84.52B
129.94S,84.54B
129.98S,84.56B
133.39S,85.43B
133.46S,85.49B
133.50S,85.51B
133.54S,85.54B
133.58S,85.56B
150.99S,88.16B
156.39S,88.70B
156.44S,88.72B
156.49S,88.75B
156.54S,88.77B
156.59S,88.80B
156.66S,88.86B
156.71S,88.88B
156.76S,88.91B
156.81S,88.93B
156.85S,88.96B
165.25S,90.96B
165.30S,90.99B
165.35S,91.01B
165.40S,91.04B
165.45S,91.06B
165.53S,91.12B
165.58S,91.15B
165.63S,91.18B
165.68S,91.20B
165.73S,91.23B
165.86S,91.33B
165.91S,91.36B
165.96S,91.38B
166.01S,91.41B
166.06S,91.43B
166.14S,91.49B
166.19S,91.52B
166.24S,91.55B
166.29S,91.57B
166.34S,91.60B
175.82S,92.16B
175.88S,92.19B
175.93S,92.21B
175.98S,92.24B
176.04S,92.26B
176.18S,92.34B
176.23S,92.37B
176.28S,92.40B
176.34S,92.42B
176.39S,92.45B
176.52S,92.55B
176.57S,92.58B
176.63S,92.61B
176.68S,92.63B
176.74S,92.66B
176.82S,92.72B
176.88S,92.74B
176.93S,92.77B
176.98S,92.80B
177.04S,92.82B
177.17S,92.93B
177.22S,92.95B
177.28S,92.98B
177.33S,93.01B
177.38S,93.03B
177.47S,93.09B
177.53S,93.12B
177.58S,93.15B
177.63S,93.17B
177.69S,93.20B
189.89S,94.76B
189.94S,94.78B
190.00S,94.81B
190.06S,94.84B
190.12S,94.86B
196.11S,95.87B
201.25S,96.86B
201.31S,96.89B
201.37S,96.92B
201.43S,96.94B
201.58S,97.05B
201.64S,97.08B
205.83S,98.08B
205.90S,98.10B
205.96S,98.13B
206.06S,98.20B
206.12S,98.22B
206.18S,98.25B
206.25S,98.28B
206.31S,98.31B
206.46S,98.42B
206.52S,98.44B
206.59S,98.47B
206.65S,98.50B
206.71S,98.53B
206.87S,98.61B
206.94S,98.64B
207.00S,98.67B
207.06S,98.70B
207.12S,98.72B
218.93S,99.33B
218.99S,99.36B
219.06S,99.38B
219.12S,99.41B
219.19S,99.44B
219.30S,99.50B
219.36S,99.53B
219.43S,99.56B
219.50S,99.59B
243.71S,99.62B
243.89S,99.73B
243.97S,99.75B
244.04S,99.78B
244.11S,99.81B
244.19S,99.84B
244.31S,99.90B
244.38S,99.93B
244.45S,99.96B
271.43S,99.99B
271.51S,100.02B
277.49S,100.21B
277.57S,100.24B
277.66S,100.27B
277.74S,100.30B
277.82S,100.33B
277.96S,100.39B
278.04S,100.42B
278.13S,100.45B
278.21S,100.48B
278.29S,100.51B
288.24S,101.12B
288.33S,101.15B
288.42S,101.18B
288.50S,101.20B
288.59S,101.23B
288.73S,101.30B
288.82S,101.33B
288.91S,101.35B
288.99S,101.38B
289.08S,101.41B
289.29S,101.52B
289.38S,101.55B
289.46S,101.58B
289.55S,101.61B
289.64S,101.64B
289.86S,101.72B
289.95S,101.75B
290.04S,101.78B
297.63S,102.83B
297.72S,102.86B
297.94S,102.97B
298.03S,103.00B
298.12S,103.03B
298.21S,103.06B
298.30S,103.09B
298.44S,103.15B
298.53S,103.18B
298.62S,103.21B
307.97S,104.27B
308.06S,104.30B
325.62S,104.94B
325.71S,104.97B
325.81S,105.00B
325.91S,105.02B
336.12S,106.10B
336.29S,106.17B
336.39S,106.20B
336.49S,106.23B
336.59S,106.26B
336.69S,106.29B
337.16S,106.46B
337.26S,106.49B
337.36S,106.52B
337.46S,106.55B
337.56S,106.58B
337.73S,106.65B
337.83S,106.68B
337.93S,106.71B
338.03S,106.74B
338.13S,106.77B
338.38S,106.89B
338.48S,106.92B
338.58S,106.95B
338.68S,106.98B
338.78S,107.01B
338.95S,107.07B
339.05S,107.10B
339.15S,107.13B
390.14S,112.52B
398.25S,113.68B
412.49S,114.37B
412.61S,114.40B
412.73S,114.44B
412.85S,114.47B
412.98S,114.50B
413.30S,114.60B
413.42S,114.63B
413.54S,114.66B
413.67S,114.69B
413.79S,114.73B
414.09S,114.85B
414.21S,114.88B
414.34S,114.91B
414.46S,114.95B
414.58S,114.98B
414.78S,115.05B
414.91S,115.08B
415.03S,115.12B
415.15S,115.15B
415.27S,115.18B
415.58S,115.31B
415.70S,115.34B
415.82S,115.37B
415.95S,115.40B
416.07S,115.43B
416.27S,115.51B
416.40S,115.54B
416.52S,115.57B
416.64S,115.60B
416.77S,115.64B
580.85S,126.74B
581.03S,126.78B
581.20S,126.81B
581.37S,126.85B
581.54S,126.88B
581.82S,126.96B
582.00S,127.00B
582.17S,127.03B
582.34S,127.07B
582.51S,127.10B
582.93S,127.24B
583.11S,127.28B
583.28S,127.31B
583.45S,127.35B
583.62S,127.38B
583.91S,127.46B
584.08S,127.50B
584.25S,127.53B
584.42S,127.57B
584.60S,127.61B
585.02S,127.74B
603.32S,129.06B
603.50S,129.09B
603.68S,129.13B
603.85S,129.16B
604.32S,129.27B
604.50S,129.31B
604.67S,129.35B
671.39S,129.38B
671.58S,129.42B
786.02S,134.11B
786.25S,134.15B
786.48S,134.18B
786.71S,134.22B
786.94S,134.26B
787.33S,134.34B
787.56S,134.38B
787.79S,134.42B
812.47S,135.80B
812.71S,135.84B
813.30S,135.98B
813.53S,136.02B
813.77S,136.06B
814.01S,136.10B
814.25S,136.13B
814.65S,136.22B
814.89S,136.26B
815.12S,136.30B
815.36S,136.33B
815.60S,136.37B
816.73S,136.59B
816.97S,136.63B
817.21S,136.66B
817.45S,136.70B
817.69S,136.74B
818.09S,136.83B
818.33S,136.86B
818.57S,136.90B
818.81S,136.94B
819.05S,136.98B
865.70S,137.81B
865.95S,137.85B
866.21S,137.89B
866.46S,137.92B
866.72S,137.96B
867.13S,138.05B
867.39S,138.09B
867.64S,138.12B
867.90S,138.16B
868.15S,138.20B
868.77S,138.35B
869.03S,138.39B
891.77S,139.81B
892.03S,139.85B
892.29S,139.89B
892.98S,140.00B
911.53S,141.44B
911.80S,141.48B
912.07S,141.52B
912.33S,141.56B
1.01O,141.71B
1.01O,141.75B
1.01O,141.79B
1.01O,141.83B
1.01O,141.87B
1.02O,141.96B
1.02O,142.00B
1.02O,142.03B
1.02O,142.07B
1.02O,142.11B
1.05O,142.98B
1.05O,143.02B
1.05O,143.05B
1.05O,143.09B
1.05O,143.13B
1.05O,143.22B
1.05O,143.26B
1.05O,143.30B
1.06O,143.34B
1.06O,143.38B
1.08O,143.66B
1.08O,143.70B
1.08O,143.74B
1.08O,143.78B
1.26O,149.61B
1.26O,149.70B
1.26O,149.75B
1.26O,149.79B
1.26O,149.83B
1.26O,149.87B
1.26O,150.03B
1.26O,150.07B
1.26O,150.11B
1.26O,150.15B
1.26O,150.19B
1.26O,150.29B
1.26O,150.33B
1.26O,150.37B
1.26O,150.41B
1.26O,150.45B
1.34O,151.37B
1.34O,151.41B
1.34O,151.45B
1.34O,151.49B
1.34O,151.53B
1.34O,151.66B
1.34O,151.70B
1.34O,151.74B
1.34O,151.78B
1.34O,151.82B
1.34O,151.99B
1.34O,152.03B
1.38O,153.59B
1.38O,153.63B
1.39O,153.67B
1.39O,153.77B
1.39O,153.81B
1.39O,153.85B
1.39O,153.90B
1.39O,153.94B
1.39O,154.10B
1.39O,154.14B
1.39O,154.18B
1.39O,154.23B
1.43O,155.81B
1.43O,155.91B
1.43O,155.95B
1.43O,155.99B
1.43O,156.04B
1.43O,156.08B
1.48O,157.10B
1.48O,157.15B
1.48O,157.19B
1.48O,157.23B
1.48O,157.28B
1.48O,157.37B
1.48O,157.42B
1.48O,157.46B
1.48O,157.50B
1.48O,157.55B
1.49O,157.71B
1.49O,157.76B
1.49O,157.80B
1.49O,157.84B
1.49O,157.88B
1.49O,157.98B
1.49O,158.03B
1.65O,158.07B
1.65O,158.11B
1.65O,158.15B
1.65O,158.32B
1.66O,158.37B
1.66O,158.41B
1.66O,158.45B
1.66O,158.49B
1.66O,158.63B
1.66O,158.67B
1.66O,158.71B
1.66O,158.76B
1.66O,158.80B
1.75O,159.76B
1.75O,159.80B
1.76O,159.85B
1.79O,161.49B
1.79O,161.53B
1.79O,161.63B
1.79O,161.68B
1.85O,163.34B
1.85O,163.38B
1.85O,163.43B
1.85O,163.60B
1.85O,163.64B
1.85O,163.69B
1.85O,163.73B
1.85O,163.78B
1.85O,163.88B
1.86O,163.92B
1.86O,163.97B
1.86O,164.01B
1.86O,164.06B
1.96O,167.73B
1.96O,167.77B
1.96O,167.82B
1.96O,167.87B
1.96O,167.91B
1.96O,168.01B
1.96O,168.06B
1.96O,168.11B
1.96O,168.15B
1.96O,168.20B
2.03O,169.22B
2.03O,169.26B
2.03O,169.31B
2.03O,169.35B
2.03O,169.40B
2.03O,169.50B
2.09O,171.24B
2.09O,171.29B
2.09O,171.34B
2.09O,171.38B
2.09O,171.56B
2.09O,171.61B
2.09O,171.66B
2.09O,171.70B
2.09O,171.75B
2.10O,171.89B
2.16O,173.66B
2.16O,173.70B
2.16O,173.75B
2.16O,173.80B
2.16O,173.98B
2.17O,174.03B
2.17O,174.07B
2.17O,174.12B
2.17O,174.17B
2.17O,174.27B
2.17O,174.32B
2.17O,174.37B
2.17O,174.41B
2.17O,174.46B
2.29O,175.52B
2.29O,175.57B
2.30O,175.61B
2.30O,175.66B
2.30O,175.71B
2.30O,175.81B
2.30O,175.86B
2.30O,175.91B
2.30O,175.96B
2.30O,176.00B
2.30O,176.28B
2.30O,176.32B
2.30O,176.37B
2.31O,176.42B
2.31O,176.47B
2.31O,176.57B
2.31O,176.62B
2.31O,176.67B
2.31O,176.72B
2.31O,176.76B
2.31O,176.95B
2.31O,177.00B
2.57O,177.04B
2.57O,177.09B
2.57O,177.14B
2.57O,177.25B
2.57O,177.30B
2.57O,177.34B
2.57O,177.39B
2.57O,177.44B
2.75O,180.30B
3.11O,185.76B
3.11O,185.81B
3.11O,185.86B
3.11O,185.91B
3.11O,186.06B
3.11O,186.11B
3.11O,186.16B
3.11O,186.21B
3.11O,186.26B
3.12O,186.45B
3.12O,186.50B
3.12O,186.55B
3.12O,186.60B
3.12O,186.65B
3.12O,186.77B
3.12O,186.82B
3.12O,186.87B
3.20O,188.78B
3.21O,188.84B
3.27O,190.92B
3.27O,190.97B
3.27O,191.02B
3.28O,191.08B
3.28O,191.13B
3.28O,191.24B
3.28O,191.29B
3.28O,191.35B
3.28O,191.40B
3.28O,191.45B
3.54O,192.77B
3.54O,192.82B
3.54O,192.87B
3.55O,192.92B
3.55O,192.97B
3.55O,193.09B
3.94O,193.14B
3.94O,193.19B
3.94O,193.25B
3.94O,193.30B
3.95O,193.50B
3.95O,193.55B
3.95O,193.60B
3.95O,193.65B
3.95O,193.70B
3.95O,193.82B
3.95O,193.87B
3.95O,193.93B
3.96O,193.98B
3.96O,194.03B
4.08O,196.17B
4.08O,196.22B
4.08O,196.28B
4.09O,196.33B
4.09O,196.38B
4.09O,196.54B
4.09O,196.59B
4.09O,196.65B
4.09O,196.70B
4.09O,196.75B
4.24O,197.94B
4.24O,197.99B
4.24O,198.04B
4.24O,198.10B
4.24O,198.15B
4.25O,198.27B
4.25O,198.32B
4.25O,198.38B
4.25O,198.43B
4.25O,198.48B
4.25O,198.69B
4.26O,198.74B
4.26O,198.79B
4.26O,198.84B
4.26O,198.90B
4.26O,199.02B
4.26O,199.07B
4.26O,199.12B
4.27O,199.18B
4.27O,199.23B
4.27O,199.53B
4.27O,199.59B
4.27O,199.64B
4.41O,201.69B
4.41O,201.74B
4.41O,201.87B
4.41O,201.92B
4.41O,201.97B
4.41O,202.03B
4.42O,202.08B
4.79O,205.33B
4.79O,205.39B
4.79O,205.44B
4.79O,205.50B
4.79O,205.55B
4.80O,205.68B
4.80O,205.73B
4.80O,205.78B
4.80O,205.84B
4.80O,205.89B
4.80O,206.11B
4.81O,206.16B
4.81O,206.21B
4.81O,206.27B
4.81O,206.32B
4.81O,206.49B
4.81O,206.54B
4.82O,206.60B
4.82O,206.65B
4.82O,206.71B
4.82O,206.92B
4.82O,206.98B
4.82O,207.03B
4.83O,207.09B
4.83O,207.14B
4.83O,207.27B
4.83O,207.32B
4.83O,207.38B
4.83O,207.43B
4.84O,207.48B
5.01O,208.74B
5.01O,208.79B
5.01O,208.85B
5.01O,208.90B
5.01O,208.96B
5.02O,209.08B
5.02O,209.14B
5.12O,211.29B
5.12O,211.34B
5.12O,211.40B
5.72O,220.44B
5.72O,220.50B
5.72O,220.55B
5.73O,220.61B
5.73O,220.67B
5.73O,220.80B
5.73O,220.86B
5.73O,220.92B
5.73O,220.98B
5.74O,221.04B
5.74O,221.26B
5.74O,221.32B
5.74O,221.38B
5.75O,221.44B
5.92O,223.71B
5.93O,223.85B
5.93O,223.90B
5.93O,223.96B
5.93O,224.02B
5.93O,224.08B
6.27O,225.43B
6.27O,225.49B
6.28O,225.55B
6.28O,225.61B
6.28O,225.67B
6.28O,225.85B
6.29O,225.91B
6.29O,225.97B
6.29O,226.03B
6.29O,226.09B
6.29O,226.32B
6.30O,226.38B
6.46O,228.70B
6.46O,228.76B
6.46O,228.82B
6.47O,228.96B
7.54O,238.25B
7.54O,238.31B
7.54O,238.37B
7.54O,238.44B
7.55O,238.68B
7.55O,238.74B
7.55O,238.81B
7.55O,238.87B
8.39O,238.93B
9.31O,239.07B
9.32O,239.14B
9.32O,239.20B
9.32O,239.26B
9.32O,239.32B
9.66O,240.88B
9.67O,240.95B
9.67O,241.01B
9.67O,241.07B
9.67O,241.14B
9.68O,241.28B
9.68O,241.34B
9.68O,241.41B
9.69O,241.47B
9.69O,241.53B
9.70O,241.78B
9.70O,241.84B
9.70O,241.91B
9.70O,241.97B
9.71O,242.03B
9.71O,242.18B
9.71O,242.24B
9.72O,242.30B
9.72O,242.37B
9.72O,242.43B
9.73O,242.68B
9.73O,242.74B
9.73O,242.80B
9.74O,242.87B
9.74O,242.93B
9.75O,243.12B
9.75O,243.19B
9.75O,243.25B
9.75O,243.31B
9.76O,243.38B
10.31O,244.84B
10.32O,244.91B
10.32O,244.97B
10.32O,245.03B
10.32O,245.10B
10.33O,245.24B
10.33O,245.31B
10.33O,245.37B
10.34O,245.44B
10.34O,245.50B
10.35O,245.75B
10.35O,245.81B
10.35O,245.88B
10.36O,245.94B
10.36O,246.01B
10.36O,246.15B
10.37O,246.22B
10.37O,246.28B
10.37O,246.35B
10.38O,246.41B
10.60O,246.86B
10.60O,246.92B
10.61O,246.99B
10.61O,247.05B
11.11O,252.08B
11.12O,252.23B
11.12O,252.30B
11.12O,252.37B
11.47O,254.96B
11.47O,255.02B
11.88O,256.56B
11.89O,256.62B
13.43O,264.39B
13.44O,264.46B
13.44O,264.53B
13.45O,264.68B
13.45O,264.75B
13.46O,264.82B
13.46O,264.89B
13.88O,267.61B
13.89O,267.88B
13.89O,267.95B
13.90O,268.02B
13.90O,268.09B
13.90O,268.16B
13.91O,268.37B
13.92O,268.44B
13.92O,268.51B
13.92O,268.58B
13.93O,268.65B
13.94O,268.92B
13.94O,268.99B
13.95O,269.06B
13.95O,269.13B
13.95O,269.20B
13.96O,269.36B
13.96O,269.43B
13.97O,269.50B
13.97O,269.57B
13.98O,269.64B
14.77O,271.26B
14.77O,271.33B
14.78O,271.40B
14.78O,271.47B
14.79O,271.54B
14.79O,271.70B
14.80O,271.77B
14.80O,271.84B
14.81O,271.91B
14.81O,271.98B
14.83O,272.39B
14.83O,272.46B
14.84O,272.53B
14.84O,272.60B
14.84O,272.67B
14.85O,272.83B
14.86O,272.90B
14.86O,272.97B
14.86O,273.04B
14.87O,273.11B
14.88O,273.39B
14.88O,273.46B
14.89O,273.53B
14.89O,273.60B
14.89O,273.67B
14.90O,273.83B
14.91O,273.90B
14.91O,273.97B
14.91O,274.04B
14.92O,274.11B
15.45O,275.76B
15.45O,275.83B
15.46O,275.90B
15.46O,275.97B
15.47O,276.04B
15.48O,276.26B
15.88O,279.10B
15.89O,279.17B
15.89O,279.24B
15.89O,279.31B
15.91O,279.59B
15.91O,279.66B
15.91O,279.74B
15.92O,279.81B
17.67O,279.88B
17.68O,280.05B
17.69O,280.12B
17.69O,280.19B
17.70O,280.26B
17.70O,280.33B
17.71O,280.61B
17.72O,280.69B
17.72O,280.76B
17.73O,280.83B
17.73O,280.90B
17.74O,281.07B
17.75O,281.14B
17.75O,281.21B
17.76O,281.29B
17.76O,281.36B
19.76O,289.06B
19.76O,289.13B
21.01O,295.02B
21.01O,295.10B
21.02O,295.17B
21.03O,295.35B
21.03O,295.42B
21.04O,295.50B
21.05O,295.57B
21.05O,295.65B
21.07O,295.94B
21.50O,298.98B
21.51O,299.06B
21.51O,299.13B
21.52O,299.21B
21.53O,299.39B
21.54O,299.46B
21.54O,299.54B
21.55O,299.62B
21.55O,299.69B
21.57O,299.99B
21.57O,300.07B
21.58O,300.15B
21.59O,300.22B
21.59O,300.30B
21.61O,300.54B
23.99O,300.61B
24.00O,300.69B
24.00O,300.77B
24.01O,300.84B
24.87O,302.65B
24.87O,302.73B
24.88O,302.80B
24.89O,302.88B
24.89O,302.96B
24.90O,303.14B
24.91O,303.21B
24.92O,303.29B
24.93O,303.37B
24.93O,303.45B
24.95O,303.75B
24.96O,303.83B
24.96O,303.90B
24.97O,303.98B
24.98O,304.06B
24.99O,304.24B
24.99O,304.31B
25.00O,304.39B
25.65O,307.51B
25.66O,307.59B
25.69O,308.04B
25.70O,308.12B
25.71O,308.20B
25.71O,308.28B
25.72O,308.36B
25.73O,308.54B
25.74O,308.62B
25.75O,308.70B
25.75O,308.78B
25.76O,308.85B
27.22O,310.71B
27.23O,310.79B
27.24O,310.86B
27.25O,310.94B
27.25O,311.02B
27.27O,311.20B
27.27O,311.28B
27.28O,311.36B
27.29O,311.44B
27.30O,311.52B
27.31O,311.83B
27.32O,311.91B
27.33O,311.99B
27.34O,312.07B
27.34O,312.15B
27.36O,312.39B
27.37O,312.47B
27.38O,312.55B
27.38O,312.63B
27.39O,312.71B
27.41O,313.02B
27.42O,313.10B
27.43O,313.18B
27.43O,313.26B
27.44O,313.34B
28.30O,316.65B
28.31O,316.73B
28.32O,316.82B
28.32O,316.90B
28.33O,316.98B
29.34O,318.88B
29.35O,318.96B
29.36O,319.04B
29.37O,319.12B
29.37O,319.20B
29.39O,319.39B
30.30O,322.66B
30.31O,322.74B
30.32O,322.83B
30.33O,322.91B
30.99O,323.48B
31.00O,323.57B
31.01O,323.65B
31.02O,323.73B
31.02O,323.81B
31.04O,324.00B
31.05O,324.08B
31.05O,324.16B
31.06O,324.25B
31.07O,324.33B
31.09O,324.65B
31.10O,324.73B
31.11O,324.81B
31.12O,324.90B
31.13O,324.98B
31.14O,325.17B
31.15O,325.25B
31.16O,325.33B
31.80O,328.67B
31.81O,328.75B
34.49O,334.03B
34.50O,334.11B
34.50O,334.20B
38.31O,334.28B
38.32O,334.36B
38.35O,334.62B
38.36O,334.71B
38.37O,334.79B
38.38O,334.88B
38.39O,334.96B
38.41O,335.29B
38.42O,335.38B
38.43O,335.46B
38.44O,335.55B
38.46O,335.63B
38.47O,335.82B
38.48O,335.91B
38.49O,335.99B
38.50O,336.08B
38.51O,336.16B
38.54O,336.49B
38.55O,336.58B
38.56O,336.66B
38.57O,336.75B
38.58O,336.83B
38.60O,337.03B
38.61O,337.11B
38.62O,337.20B
38.63O,337.28B
38.64O,337.37B
40.04O,339.55B
40.05O,339.63B
40.06O,339.72B
45.28O,350.00B
45.30O,350.09B
45.32O,350.29B
45.33O,350.38B
45.34O,350.46B
45.35O,350.55B
45.36O,350.64B
45.39O,350.98B
45.41O,351.07B
45.42O,351.16B
45.43O,351.25B
45.44O,351.34B
45.46O,351.54B
45.47O,351.63B
45.49O,351.72B
53.00O,365.98B
53.02O,366.08B
53.05O,366.43B
53.06O,366.53B
53.08O,366.62B
53.09O,366.71B
53.11O,366.80B
53.14O,367.08B
53.16O,367.18B
53.17O,367.27B
53.19O,367.36B
53.20O,367.45B
56.23O,369.65B
56.24O,369.74B
56.26O,369.84B
56.27O,369.93B
56.29O,370.02B
56.31O,370.24B
56.33O,370.33B
56.34O,370.42B
56.36O,370.51B
56.37O,370.61B
58.15O,374.68B
58.17O,374.77B
59.68O,378.62B
59.70O,378.71B
59.72O,378.81B
59.74O,379.02B
59.76O,379.12B
59.77O,379.21B
59.79O,379.31B
59.81O,379.40B
66.76O,395.59B
66.78O,395.68B
66.80O,395.78B
66.82O,395.88B
66.83O,395.98B
66.86O,396.21B
66.88O,396.31B
66.90O,396.41B
74.28O,396.51B
74.30O,396.61B
76.95O,398.98B
76.97O,399.08B
76.99O,399.18B
77.01O,399.28B
77.03O,399.38B
77.06O,399.60B
77.08O,399.70B
77.10O,399.80B
77.12O,399.90B
77.14O,400.00B
77.19O,400.39B
77.22O,400.49B
77.24O,400.59B
77.26O,400.69B
77.28O,400.79B
78.91O,405.11B
78.93O,405.21B
78.95O,405.31B
78.97O,405.41B
78.99O,405.52B
79.05O,405.91B
79.07O,406.01B
79.09O,406.11B
79.11O,406.21B
79.13O,406.31B
79.16O,406.55B
79.19O,406.65B
79.21O,406.75B
79.23O,406.85B
79.25O,406.95B
83.75O,409.38B
83.77O,409.49B
83.80O,409.59B
83.82O,409.69B
83.84O,409.79B
83.88O,410.03B
83.90O,410.13B
83.92O,410.23B
83.94O,410.33B
83.97O,410.43B
84.07O,411.02B
86.69O,415.24B
86.71O,415.34B
86.74O,415.44B
86.76O,415.55B
86.80O,415.78B
86.82O,415.89B
86.84O,415.99B
86.87O,416.09B
86.89O,416.20B
86.95O,416.60B
86.97O,416.70B
96.56O,416.81B
96.59O,416.91B
99.10O,421.18B
99.15O,421.42B
99.17O,421.53B
99.20O,421.63B
99.22O,421.74B
99.25O,421.84B
102.79O,424.36B
102.82O,424.47B
102.84O,424.57B
102.87O,424.68B
102.90O,424.78B
102.97O,425.10B
103.00O,425.21B
103.02O,425.32B
103.05O,425.42B
103.08O,425.53B
103.15O,425.94B
103.17O,426.04B
103.20O,426.15B
103.23O,426.26B
106.45O,430.62B
106.49O,430.87B
106.52O,430.98B
106.55O,431.08B
106.58O,431.19B
106.61O,431.30B
106.67O,431.71B
106.70O,431.82B
106.73O,431.93B
106.76O,432.03B
106.79O,432.14B
106.83O,432.38B
106.86O,432.49B
106.89O,432.60B
106.92O,432.71B
106.95O,432.81B
132.92O,451.13B
132.95O,451.24B
132.99O,451.35B
133.02O,451.46B
133.06O,451.58B
133.12O,451.83B
133.15O,451.94B
133.19O,452.05B
133.22O,452.17B
133.26O,452.28B
133.34O,452.71B
133.38O,452.82B
133.41O,452.94B
133.45O,453.05B
133.48O,453.16B
133.54O,453.42B
133.57O,453.53B
133.61O,453.64B
133.64O,453.75B
133.68O,453.86B
133.77O,454.30B
133.80O,454.41B
133.84O,454.52B
133.87O,454.64B
133.91O,454.75B
134.00O,455.09B
134.03O,455.20B
134.07O,455.32B
134.10O,455.43B
134.14O,455.54B
138.92O,458.26B
138.96O,458.37B
141.84O,463.07B
141.87O,463.18B
146.29O,467.93B
146.35O,468.19B
150.17O,472.99B
150.20O,473.11B
150.24O,473.22B
150.28O,473.34B
150.38O,473.79B
150.42O,473.91B
150.46O,474.03B
150.50O,474.15B
150.54O,474.26B
150.60O,474.53B
150.64O,474.65B
150.68O,474.76B
150.72O,474.88B
150.76O,475.00B
150.94O,475.67B
150.98O,475.78B
151.02O,475.90B
151.06O,476.02B
151.10O,476.14B
151.17O,476.40B
151.21O,476.52B
151.25O,476.64B
151.29O,476.76B
151.33O,476.87B
159.92O,479.71B
159.97O,479.83B
160.01O,479.95B
160.05O,480.07B
160.09O,480.19B
160.16O,480.46B
160.20O,480.57B
160.24O,480.69B
160.28O,480.81B
160.33O,480.93B
160.43O,481.39B
160.47O,481.50B
160.51O,481.62B
160.55O,481.74B
160.60O,481.86B
160.71O,482.22B
160.75O,482.34B
160.79O,482.46B
165.80O,487.40B
165.85O,487.52B
165.95O,487.99B
165.99O,488.10B
166.04O,488.22B
166.08O,488.34B
166.12O,488.46B
166.20O,488.74B
166.24O,488.86B
166.28O,488.98B
166.33O,489.10B
166.37O,489.22B
191.25O,492.13B
191.30O,492.25B
220.06O,516.99B
220.11O,517.12B
248.79O,532.76B
248.90O,533.06B
248.96O,533.19B
249.03O,533.32B
249.09O,533.45B
249.16O,533.58B
262.38O,545.40B
291.32O,545.53B
291.40O,545.67B
291.47O,545.80B
291.55O,545.94B
291.67O,546.24B
291.75O,546.37B
291.82O,546.51B
299.42O,552.11B
299.50O,552.24B
299.69O,552.77B
299.77O,552.90B
299.85O,553.04B
299.92O,553.17B
300.00O,553.31B
300.13O,553.61B
300.21O,553.75B
309.55O,559.42B
309.63O,559.56B
309.71O,559.70B
327.31O,563.03B
327.39O,563.17B
327.48O,563.30B
327.56O,563.44B
327.65O,563.58B
327.87O,564.00B
327.95O,564.14B
328.04O,564.27B
328.12O,564.41B
328.21O,564.55B
328.42O,565.08B
328.50O,565.22B
328.59O,565.36B
328.67O,565.50B
328.76O,565.63B
328.90O,565.95B
328.98O,566.09B
329.07O,566.22B
329.15O,566.36B
335.96O,572.16B
336.17O,572.71B
336.26O,572.85B
336.35O,572.99B
336.43O,573.12B
336.52O,573.26B
336.66O,573.58B
336.75O,573.72B
336.84O,573.86B
336.93O,574.00B
337.01O,574.14B
349.23O,577.82B
349.32O,577.96B
349.41O,578.10B
349.50O,578.24B
349.59O,578.38B
349.74O,578.70B
349.83O,578.84B
349.92O,578.98B
350.01O,579.12B
350.10O,579.26B
350.32O,579.81B
350.41O,579.95B
350.50O,580.09B
350.59O,580.23B
350.68O,580.37B
350.83O,580.69B
350.92O,580.84B
351.01O,580.98B
351.10O,581.12B
351.19O,581.26B
351.42O,581.81B
351.51O,581.95B
362.46O,587.91B
362.55O,588.05B
362.65O,588.19B
362.89O,588.63B
362.99O,588.77B
363.08O,588.91B
363.17O,589.06B
363.27O,589.20B
393.79O,598.63B
393.89O,598.78B
393.99O,598.92B
394.10O,599.07B
394.20O,599.21B
394.36O,599.54B
394.47O,599.69B
394.57O,599.83B
394.67O,599.98B
394.77O,600.12B
395.02O,600.69B
395.12O,600.83B
395.22O,600.98B
395.32O,601.12B
395.42O,601.27B
395.59O,601.60B
395.69O,601.75B
395.79O,601.89B
395.90O,602.04B
396.00O,602.18B
471.31O,627.52B
471.43O,627.67B
471.55O,627.82B
471.67O,627.97B
471.79O,628.12B
471.99O,628.47B
472.11O,628.62B
472.24O,628.77B
472.36O,628.92B
472.48O,629.08B
489.32O,632.81B
489.45O,632.97B
489.57O,633.12B
489.70O,633.27B
489.82O,633.43B
490.03O,633.77B
490.16O,633.93B
490.28O,634.08B
490.41O,634.23B
490.53O,634.39B
490.84O,634.98B
490.97O,635.13B
491.09O,635.29B
491.22O,635.44B
491.34O,635.59B
491.67O,636.06B
491.80O,636.21B
491.92O,636.37B
492.05O,636.52B
492.17O,636.67B
492.48O,637.27B
492.61O,637.42B
492.73O,637.58B
492.86O,637.73B
492.99O,637.88B
493.19O,638.23B
493.32O,638.39B
493.45O,638.54B
493.57O,638.69B
493.70O,638.85B
579.13O,642.64B
579.28O,642.80B
579.43O,642.95B
579.57O,643.11B
579.72O,643.26B
579.96O,643.61B
591.96O,650.21B
592.11O,650.36B
592.26O,650.52B
